review_text,rating,date,review_length
"praduct ta valo ace 
dam unojayi j ato valo akta products pabo asa kori ni kokono 
aby nite paren ami onk gula nici 🥰
ar dalivary man......mne amader arman vai

...onk vlo.... amader sate valo bebohar kore 
tnx you ☺️☺️ ",5,12 Oct 2025,220
"দাম অনুযায়ী ওনেক ভালো
আমি তিনটা ওর্ডার করেছি ☺️
ভালো আছে 
আর ডেলিভারি মেন ত আরো ভালো 
আমাদের সবার সাথে ভালো ব্যাবহার করে 
tnx you...... arman vai...... ☺️ ",5,07 Oct 2025,155
"যেমন টা চাইছি তেমন পাই কাপড় খুব ভালো এবং স্পট 
সেলার ভাই ও খুব ভালো ছিলো 
আপনাও নিতে পারেন  ",5,15 Aug 2025,92
"প্রোডাক্টটা অনেক অনেক ভালো আমার মনে মতো হয়েছে 
ডেলেভারি মেন ও ভালো ধন্যবাদ দারাজ ",5,15 May 2025,82
"আলহামদুলিল্লাহ 4 পিছ অর্ডার করছিলাম, সব ঠিক ঠাক আছে,  ধন্যবাদ সেলার কে🥰 ",5,05 Jan 2026,72
দাম হিসেবে মোটামুটি ভালো আপনারা নিতে পারেন ,5,08 Sep 2025,43
অনেক সুন্দর হয়ছে খুব ভালো  আমি অনেক খুশি ,5,19 May 2025,42
৩টি কালার দিছিলাম bat  সব এক কালার দিছে ,5,30 Nov 2025,40
"খুব সুন্দর লাগছে ,,,,,,,,,,,,,,,,, ",5,19 Mar 2025,35
মনে হয় আরেকটু বড় হলে ভালো হতো ,5,05 Sep 2025,32
দাম অনুযায়ী ঠিক আছে সবকিছু  ,5,08 Oct 2025,28
ভালো লাগে 😎😎 ,5,17 Dec 2025,13
gd products  ,5,12 Oct 2025,13
very nice ,5,05 Oct 2025,10
"দাম অনুযায়ী ঠিক ছে 
কিন্তু  আরো ভালো হতে পারতো 
 ",3,2 weeks ago,49
Vai aita niye ar kiccu bolar nai 89 tk hisebe product ti thik tobe dhakar baire kew oder diye aita niben na karon 89+150 ato tk hoile aitar thekeo vlo T-Shirt paben 🙂 ,5,01 Sep 2025,167
অনেক ভালো প্রোডাক্ট যে রকম টা চাইছিলাম তার চেয়ে ও অনেক ভালো আর ডেলিভারি ম্যান ও অনেক ভালো ছিল  ,5,3 hours ago,95
"Thanks for daraz 
ganjeta onk sundor...
kapor o valo and patla.
gorom kalar best gange ata. ",5,14 Oct 2025,92
কেউ অডার দিবেন না পালতো প্রডাক্ট। অডার দিছি একটা দিছে আরেক টা ,5,22 Nov 2025,62
খুব ভালো একটা পডাক আর আরো ভালো ডেলিবারিমেনের ব্যবহার  ,5,20 Nov 2025,54
"দেখাই একরকম দেয় একরকম তার সাথে আইটেম একটা কম দিছে 
 ",5,4 weeks ago,53
দুইটা গেঞ্জি ভালো ছিল কিন্তু একটার সাইজ ঠিক ছিল না  ,5,23 Nov 2025,52
অনেক সুন্দর একটা গেনজি যা গরমের জন্য অনেক আরাম দায়ক ,5,28 Sep 2025,52
দারাজের সার্ভিস অনেক ভালো। ভালো মানের কাপড় দেয় ,5,25 Aug 2025,47
এটা অনেক ভালো দেখতে কিন্তু ডিজাইনটা ভালো হতো  ,5,14 Oct 2025,46
