review_text,rating,date,review_length
পন্যটি অনেক সুন্দর। যদি কেও নিতে চান তাইলে নিতে পারে।ছবির থেকেও অনেক ভালো এবং আরামদায়ক। ,5,09 Jun 2024,88
"১৫০ টাকায় ৩ পিস, খুবই লাভজনক। এমন দামে স্থানীয় কোনো দোকানেই পাওয়া যাবে না। কোয়ালিটি জোস। খুবই পাতলা।
100% recommended ",5,15 Jul 2025,118
alhamdulillah product valo cilo but ami mone korcilam cotton hobe kintu skin kapor er... ok.. but again valo kicu pabo in sha allah.. tobu o daraj seller and delivery man k Many many thanks ,5,09 Dec 2024,190
আলহামদুলিল্লাহ 🥰🥰 যেমনটা দেখেছি ওই রকমটাই অনেক ভালো মানের কাপড় খুবই সফট কাপড় আপনারা চাইলে নিতে পারেন খুবই আরামদায়ক সেলার ভাইকে ধন্যবাদ দারাজ কেউ ধন্যবাদ ডেলিভারি ম্যান খুবই ভালো মানুষ তার ব্যবহারে খুব খুবই সন্তুষ্ট 🥰🥰🥰 ,5,11 Mar 2025,222
ফেব্রিক্স ভালো। কিন্তু যে সাইজ অর্ডার করেছি ২ টা এর চেয়ে ছোট সাইজ দিয়েছে। তাই ৫ দিতে পারলাম না। সরি। ,4,13 Nov 2024,101
"khubi valo product, khubi comfortable, price onujai amar kache quality o besh valo legeche, delivery charge o chilo na, choice theke neyar karone, recommended.  ",5,30 Jul 2025,161
"150 tk te onek valo jinish peyechi,😊  thanks sellers,  delivery 27 tarikhe order korsi 28 tarikhe peyechi. 👍🏻 ",5,29 Jul 2025,110
"দারাজ থেকে অনেকবার কেনাকাটা করেছি কিন্তু এই প্রথমবার কেনাকাটা করে পুরোপুরি সন্তুষ্ট হলাম। প্রোডাক্ট কোয়ালিটি খুবই ভালো। সামনের সাইডে নেট দেওয়া এবং ব্যাকসাইটে স্টেজে কাপড় দেওয়া যেটা কিছুটা সেভ টাইপের। একটা প্রোডাক্ট এর গেঞ্জি কাপড় দেওয়া ব্যাক সাইডে। ১৩০ টাকায় ৩ পিস পেয়েছি যা অবিশ্বাস এগুলো খুবই ভালো ১৩০ টাকা হিসেবে। প্যাকেজিংটাও খুব ভালো ছিল। সাইজ তিনটারই  প্রায় ঠিকঠাক দিয়েছে ইলাস্টিসিটিও ভালো আছে।আর এখানে কালার সিলেক্ট করার কোন অপশন ছিল না তারপর সেলার অনেক সুন্দর কালার দিয়েছে আমার খুবই পছন্দ হয়েছে । এক কথায় সবাই পারচেজ করতে পারেন। ধন্যবাদ সেলাকে, ধন্যবাদ দারাজ 🤝 ",4,30 Dec 2024,582
"Products were perfect.Size & colours were also perfect & eye soothing. 
Got the products in 4days. The delivery man was also polite. Thank you daraz and also the seller..
100% satisfied with the products.  ",5,15 Nov 2024,206
soft. comfortable.....brand er kaporer moto eigula 140 tkay 3 ta pawa onek tough.... tnx always daraz ,5,13 Dec 2024,102
"মাত্র ১২২ টাকায় তিনটা প্যান্টি, তাও এত ভালো কোয়ালিটির, এক্সাক্ট সাইজ, আর এত সুন্দর দেখতে! এক কথায় অসাধারণ! মার্কেট প্রাইজ একটা ১২০-১৫০ করে নেয়। আর এখানে তিনটা ১২২ টাকায়!  ",5,22 Dec 2024,171
পন্যটি এই দামে খুবই ভালো। কাপড় ও ভালো কাপড়। বাইরের থেকে অনেক কমে পেয়েছি।  শুধু সাইজটা যেটা বলেছিলাম তার থেকে এক সাইজ বড় পেয়েছি। ,5,25 Nov 2024,128
তিনটে পণ্য  একসাথে অর্ডার করেছিলাম সবগুলো ঠিকমতো পেয়েছি যেমনটা দেখেছিলাম তেমনটাই পেয়েছি ধন্যবাদ  সেলার কে সবাই নিঃসন্দেহে নিতে পারেন  ,5,21 Jan 2025,136
"কাপড় কোয়ালিটি ও ডিজাইন সবি ঠিক আছে এবং খুবি দ্রুত সময় ভেলিভারি পেয়েছি। তবে সাইজ যা লেখা প্রত্যেকটাই তা নেই, দেয়ার কথা ছিলো L সব গুলোই  M । সব কিছু মিলে পারফেক্ট। ",5,15 Oct 2024,162
"6ta eki size er order dilam apnara 3ta boro size er dilen eta ki tik,,r black ektaw nei,,emnitei kapor valoi dam onujai,,but same size nah thakle diben nah ulta palta dewar ki dorkar. ",4,08 Dec 2024,184
alhamdulillah jemon dekeci temoni peyeci odra  korar pore aktu voy a cilam kinto akdom parpect caile apnarao nite paren ,5,03 Feb 2025,120
"আমার সাথে প্রতারণা করেছে, দশটি পণ্য অর্ডার করেছিলাম তেলের বোতল ধরাই দিছে, এর বিচার আল্লাহ করবে।  রিটার্ন রিকোয়েস্ট ক্যানসেল করেছে, কেন? এটা কি দারাজের রুলস? কেউ কোনো পণ্য নিবেন না, ফ্রড কোথাকার, মামলা করা দরকার। ",5,07 May 2025,212
৩ টা প্রডাক্ট ই খুব ভালো এবং এতো অল্প টাকায় এতো ভালো জিনিস দিবে ভাবিনি ধন্যবাদ দারাজ কে এবং ধন্যবাদ সেলার কে আপনারা চাইলে নিতে পারেন।  ,5,30 Dec 2024,135
"size thik ace but 3ta color er moddhe red, blue r magenta dite blcilam, 1ta color thik ace baki 2ta color thik dey ni tai monta kharap hye glo 😟 ",4,29 Dec 2024,145
"আলহামদুলিল্লাহ প্রোডাক্ট ভালো পেয়েছি যেমন আশা করছি ঠিক তেমনি পাইছি,  আর কাপড় টা খুব ভালো গরম এর মধ্যে পড়ে অনেক  ভালো লাগবে,  প্রোডাক্ট টা নিয়ে খুবই চিনাই ছিলাম কিন্তু আলহামদুলিল্লাহ অনেক ভালো, চাইলে আপনেরা নিতে পারেন আর ডেলিভারি ম্যান টাও অনেক ভালো ছিলো🥰🥰 ",5,1 day ago,256
"দারাজ থেকে কেনার মধ্যে এটাই সর্বোচ্চ কম দামের মধ্যে শ্রেষ্ঠ আমার জন্য।  ভাউচার ব্যবহার করায় দাম কম পড়েছিল।  

তবে  সব গুলো প্যান্টি এক সাইজের না। 

মেরুন কালারের প্যান্টি M size. বাকি গুলা একটু বড় সাইজের। 

তবে আমার কাছে পারফেক্ট মনে হয়েছে।   ",5,27 Nov 2024,243
ভাবতেও পারি নাই দারাজ থেকে এতো সুন্দর প্রোডাক্ট পাবো🥰। যদি কোনো আপুর বিশ্বাস না হয় তাহলে সরাসরি ফোন দিতে পারে 01759636202। ধন্যবাদ দারাজকে❤️❤️❤️ ,5,24 May 2025,145
"এই প্রাইজে এতো ভালো ম্যাটেরিয়ালের প্যান্টি গুলো পাবো আশা করিনি। আর সাইজ একদম পারফেক্ট হয়েছে।
একটু আশংকা নিয়েই অর্ডার করেছিলাম কেমন না কেমন পরবে। কিন্তু ১২৯ টাকায় এরকম সফ্ট কাপড়ের ৩ টা প্যান্টি কোথাও পাওয়া যাবে না। 
দেখে শুনে নিলে দারাজ থেকে ভালো জিনিসই পারচেজ করা যায়।
সেলার কে ধন্যবাদ।❤️ ",5,19 Jan 2026,289
"That's really good product. 
দাম অনুযায়ী কাপড় ও প্যান্টি ঠিক আছে, ছবিতে যেভাবে দেখানো হয়েছে ঠিক সেরকমই দিয়েছে। আমি খুব খুশি ধন্যবাদ। ডেলিভারিও খুব তাড়াতাড়ি পেয়েছি। আমি Any 4 আইটেম থেকে ক্রয় করলাম। ",5,25 Oct 2025,197
got 3 bt the colour was disappointing...i told them to give me a black one bt the didn’t...💔otherwise product quality is too good... ,4,08 Nov 2024,133
jemon ta cheyeci temon rai paici Alhamdulillah product khub vlo keo nite chaile order korte pare 100% trusted ✅ ,5,05 Oct 2024,112
"thank you daraz for good service,  just need to improve virtual customers service as like call centre number. ",5,13 Feb 2025,110
ai 1st time daraz theke panty order kori .onk vlo samne net febric dekte sondor . caile nite paren sobai  ,5,14 Dec 2025,106
"পেন্টিগুলো কোয়ালিটিফুল। ইনার এর কাপরটা ভালো সফ্ট। 
অনেক আরামদায়ক। সাইজ সেলাই কোয়ালিটি  সবই ভালো।
১০০তে ১০০। আমার তো মন চাচ্ছে আরো কিনে রেখে দেই।।
গরমের জন্য আরামদায়ক।
রেগুলার ইউজ করতে পারবেন সবাই
সবাই কিনতে পারেন অনেক ভালো মানের। আমার মনমতো হয়েছে। ",5,25 Feb 2025,248
"বেশ পাতলা, transparent vive দিবে। যাদের মোটা কাপড়ের লাগবে তাদের জন্য এটা না। 
অল্প কিছু দিন হয়তো ইউজ করতে পারবে। 
একেবারে খারাপ না। ",5,04 Aug 2025,132
প্রথমে ভেবেছিলাম কেমন না কেমন হবে কিন্তু হাতে পেয়ে পুরোই অবাক অসাধারণ এত ভালো কাপড় কোয়ালিটি সবকিছু মিলিয়ে 💯💯 ,5,21 Jun 2025,113
"পছন্দ হইছে,
কাপর কোয়ালিটি যথেষ্ট ভালো,
এক্সপেরিমেন্ট এর জন্য কিনেছি,
কারো লাগলে বইলে গিফট করে দিবো... ",5,23 Mar 2025,102
Alhamdulillah Jemon dekcilam se rokom tai peyeci.. tnx seelar vaiya.. raider ar behaviour onek bhalo 2 din ar moddei paise..  Kew nite caile nite paren.product dam hisebe onek bhalo hoise..  ,5,16 Aug 2025,191
"দারাজ থেকে অফার প্রাইসে কেনা আমার এ যাবৎ কালের সেরা প্রোডাক্ট কোয়ালিটির দিক দিয়ে।
৫এর উপরে রেটিং দেয়ার সু্যোগ থাকলে তাই দিতাম ",5,12 Nov 2025,126
"খুব সুন্দর প্রোডাক্ট দাম অনুযায়ী অনেক ভালো। 
অনেক সফট কাপড়।
ডেলিভারিও খুব দ্রুত পাইছি ডেলিভারি মান ও অনেক ভালো ছিল। ",5,21 Jul 2025,118
"দাম অনুযায়ী অনেক ভালো জিনিস ,, কোয়ালিটি ও ভালো, চাইলে নিতে পারেন । তবে পছন্দের কালার টি পাইনি, তারপরও তিনটি মধ্যে দুইটি  এক রঙের।


 ",5,22 Jul 2025,135
"As - salaam alaikum.  
Alhamduillah overall good . So comfortable 😍 
122 tk ❤️ 
JazakAllahu khairan katheeran ",5,15 Dec 2024,110
"আলহামদুলিল্লাহ,  যেমন ছবিতে দেখেছি ঠিক তেমনি পেয়েছি, 
বলতে গেলে এক কথায় অসাধারণ বলার বাহিরে  ১০/১০ ",5,29 Dec 2024,99
"আলহামদুলিল্লাহ অনেক ভালো।আর প্যাকেজিং এর কথা কি বলবো,,অসাধারণ👌👌এবং খুবই দ্রুত ডেলিভারি পেয়েছি।  ",5,28 Jan 2025,96
"অনেক সুন্দর এবং আকর্ষণীয় পন্য 
অল্প টাকায় নিতে পারেন তবে ফ্রি যেটা দেওয়ার কথা ছিল ওটা দেন নাই  ",5,19 Mar 2025,98
"everything was OK.. same as ordered, but the sizes are not the same. all 3 r in different sizes. ",5,12 Jul 2025,97
"দামের অনুযায়ী অনেক ভালো জিনিষ,,কাপড় টা অনেক আরামদায়ক,,আমি অনেক সন্তুষ্ট,,সবাই নিতে পারেন 👌👍 ",5,09 Aug 2025,95
সুতি কাপড় না।তবু খুব সফ্ট। দারাজ আর সেলার কে অনেক ধন্যবাদ। দাম অনুযায়ী ভালো জিনিস দেবার জন্য।  ,5,25 Oct 2024,95
"খুব ভালো হয়েছে,
তবে নেওয়ার আগে, দেখে শুনে নিবেন, সাইজ কমবেশ হতে পারে. তবে আমার জন্য ঠিক আছে ",5,12 Jun 2025,94
আলহামদুলিল্লাহ সব ঠিক ঠাক পেয়েছি।  ডেলিভারি ও ভালো ছিলো এবং ঠিক টাইমে ডেলিণারি দিয়েছে।ধন্যবাদ ,5,27 Dec 2024,94
"1. venom
2. love venom
3. symbiote
4. movie venom
5. theater
6. horse venom
7. gambler venom ",5,20 Jul 2025,93
akdom perfect🥰🥰dam hisabe best..3 pic paichi..r colour o thik ache..porteo bes aramdayok.. ,5,09 Dec 2024,91
"Got two pink and one red. The quality is really amazing. Great product within this budget.
 ",5,19 May 2025,92
"ঠিক যেমনটা অর্ডার দিয়েছিলাম তেমনটাই পেয়েছি 
ধন্যবাদ। 
বিশ্বাস এবং আস্থা রাখার জন্য 
।।। ",5,13 May 2025,90
কালার প্রোডাক্ট এর কোয়ালিটি এবং প্রাইস সব দিক থেকে প্রাইস অনুযায়ী প্রোডাক্ট খুবই ভালো🍁 ,5,23 Jun 2025,89
assalamualequm Alhamdulillah onak valo products sobai netai paren delevry man is Owasim  ,5,10 May 2025,89
"Its very beautiful.... 
ja expect koreciilam tar ceye onak valo... thanks to daraz,,, ❤️ ",5,24 May 2025,89
"আলহামদুলিল্লাহ ভালো 
যেমন চেয়েছি, তেমন দিয়েছে, 
দ্রুত ডেলিভারি দেওয়ার জন্য ধন্যবাদ 💞 ",5,10 Mar 2025,88
সত্যি বলতে এটা অসাধারণ আমি বাব বার রিকমন্ডেড করবো। সবাই নিতে পারেন সেইলার করে ধন্যবাদ।  ,5,2 weeks ago,88
tnq Sooooo much ato sundor jinish deoyar jonno shob thik thak chilo shobai nite paren  ,5,09 Jan 2026,87
alhamdulillah jemon chaisilam temoni paisi thanks daraz hotas na hotas na korar jonno ,5,16 Mar 2025,86
j kew ei jinis ta k valo bolte baddo..selai gulao valo...joss akta jinis....good job ,5,01 Jul 2025,85
"alhamdulillah valo babe hate peyechi,recommended everyone, thanks seller and daraz.  ",5,03 Feb 2025,85
অনেক ভালো ছিলো। অনেক comfortable। ডেলিভারি ম্যান ভালো ছিলো। আর তাড়াতাড়ি পেয়েছি 😊😊 ,5,01 Feb 2025,82
price er tulonay onk vlo product peyechi. I'm satisfied. kapor er quality o onk vlo ,5,23 Oct 2025,84
Choice কে অনেক ধন্যবাদ আমাকে ভালো জিনিস টাই দেওয়ার জন্য🥰 ডেলিভারি ম্যান ও খুব ভালো ,5,19 Aug 2025,83
Sports wear type ekta fabric but onk soft. Nite paren. I hope onk comfortable hobe ,5,30 Mar 2025,83
"Products quality is good. But 1 pcs size mistakes. So, it's be careful next time.  ",4,19 Oct 2024,83
"dam hisabe valoi🥰
8/10 dewa jai😀
2 kom howar Karon ak rokom 2 ta diye dicen😑😑 ",5,15 Jan 2025,78
"3 ta 3 sige eita kon rokom bebohar.. 

1 ta pora jabe ar baki 2 ta pora e jabe na ",5,06 Jan 2025,82
"In terms of this is a good product.
Thanks to Daraz +  supplier + all concerned  ",5,05 Jul 2025,81
motamoti vlo patla ar selai o thik ache tai 5 star dilam khub taratari I peyechi ,5,07 Nov 2024,81
দারজকে ধন্যবাদ কম দামে ভালো মানের প্রডাক্ট দিয়েছে। আপনারা দারজ থেকে নিতে পারেন। ,5,19 Jan 2025,81
"alhamdulliah dam onujayi products gula khubi valo kapor o massallah onk soft 
 ",5,14 Apr 2025,79
এই পণ্যটা অত্যন্ত সুন্দর। বিক্রেতা এবং daraz কে  এজন্য অসংখ্য ধন্যবাদ জানাই  ,5,08 Feb 2025,77
Really good...The size is perfect also very soft and comfortable to wear... ,5,01 Oct 2025,76
"Good Quality as compair With Price..👍
Every Lady Can Order these Items..👍 ",5,30 Jan 2025,74
shb thik ache...size jta diyechilam oitai diyeche+color gulo onk sundor.... ,5,20 Dec 2024,76
ডিসপ্লে তে যেরকম দেখায় বাস্তবে সেরকম না। দেখাইলেন কিরকম আর দিলেন কি রকম😡 ,5,28 Jun 2025,74
"ভালোই আছে।  তবে সাইজ একটু বড় দিয়েছে। তবু সুন্দর,, কালার গুলোও সুন্দর। 🫰🏼 ",5,31 May 2025,73
