review_text,rating,date,review_length
"জাফরান অয়েলটি সময় মত হাতে পেয়েছি এবং পণ্যটি দেখে মনে হচ্ছে অরিজিনাল। সেলার, দারাজ এবং ডেলিভারি ম্যানকে অসংখ্য ধন্যবাদ। আপনারা সবাই চাইলে নিতে পারেন। আশা করি ভালো ফলাফল পাব। ",5,18 Aug 2024,175
product is very good so nice Alhamdulillah  hair Oil ta so very very pretty and harmfully ,5,25 Aug 2024,90
Jmn order korci ar jemin ta chaici tai e paichi. use korar pore result pabo ,5,06 Jul 2024,76
aita  ami use korse onk valo ami abr order diyche karon ami ar amr bon use jore 4 ta ins Allah t.k hole abr nibo ,5,12 Apr 2025,113
আমি অনেক দিন ধরে জাফরান তেল ব্যবহার করি এবং এখান থেকে অনেক তেল নিয়েছি। কোন সমস্যা হয়নি। সুধু একটি অর্ডার আসেনি ওটা কোন বেপার না। তেল অরজিনাল।,5,17 May 2024,143
Alhamdulillah products ta original.Apnar Products ta nite paren 😊 thanks daraz ke ,5,06 May 2024,82
"yeah it’s orginal..i used it for 1week and yeah i hair become so soft and healthy.. 
highly recommended ",5,07 Apr 2024,104
"oil ta pawar por shathe shathe use kori... trust me.. matha onek ghorom chilo r ekhon summer season... ai oil ta use korar por amar matha thanda hoye jay eto relax 😌 feel kori ami... ekdom original chitabag er product ta pelam ami... please guys purchase & try this summer ☀️ 
thank you..ER💜",5,03 Apr 2024,291
দারাজ যে এত ভালো প্রোডাক্ট দিতে পারে তা আমার আগে জানা ছিলো না। আগে আমার মাথায় চুল কম ছিলো।এখন মাথায় অনেক চুল আলহামদুলিল্লাহ। দারাজের সাথে আছি।থাকবো। ইনশাআল্লাহ ,5,05 May 2024,160
"ভালোই মনে হচ্ছে ওরিজিনাল প্রোডাক্ট 
ব্যবহার করলে বোঝা যাবে
",5,01 Nov 2023,59
"product hate peyechi, akhon beharer pala, asha kori valoi hobe, packaging valo silo, sealer k thanks ❤️

chaile apnarao nite paren 👌👌👌 ",5,02 Sep 2024,135
onek balo jinis ami rijal dekesi 😍😍daraz ke onek donbad 😊😊😊😊,5,24 Mar 2024,60
"চেক করে দেখেছি। এটা অরিজিনাল প্রোডাক্ট। পুরো প্যাকেটের গায়েই চিতাবাঘের প্রিন্ট আছে। অরিজিনাল বুঝার জন্য একটা security card ও আছে। সেটাও scan করে দেখেছি। সেলারকে ধন্যবাদ। প্যাকেজিং ভালো ছিল এবং তাড়াতাড়ি-ই ডেলিভারি পেয়েছি৷ 
recommended 👍🏻 ",5,20 Aug 2024,237
Highly Recommend. This review given after using this product. 100% original product. 🔥🔥🔥 ,5,30 Aug 2024,89
"khub taratary delivery deoya hoyecche mone hocche original product 

sob thik thak peyechi
seller khub valo chilo 
akhon bebohar korar por bakita dekha jabe ",5,27 Mar 2024,157
alhamdulillah orginial product😊👍use kore dekhte hobe result kmn pawa jay🎀 ,5,21 Aug 2024,74
৩১৪ টাকা প্রাইজ নিয়েছে ডেলিভারি চার্জ বাদে। দেখে মনে হচ্ছে অরিজিনাল। এই প্রথম এটা ব্যাবহার করবো। ব্যাবহারের পর রিভিউ আপডেট করে বলবো কেমন কাজে দিলো। ডেলিভারি সার্ভিস ও ভালো ছিলো।  ধন্যবাদ সেলারকে অরিজিনাল প্রডাক্ট দেয়ার জন্য। ,5,15 Jul 2024,225
This is an authentic product. Thanks daraz and the mall wellbeing. I will buy another product in this mall. ,5,04 Jul 2024,108
"product is good,, akdom orginal product e paisi..apnara chaile nite paren..tnx daraz and seller ",5,13 Jul 2024,96
thanks for daraz same product deayar jonno🥰🥰🥰 ,5,07 Sep 2024,46
"আমিও তেলটা নিয়েছি অনেক ভালো লাগছে 
 আপনারও নিতে পারেন  ",5,23 Aug 2024,55
পন্যেটি পেলাম তবে ব্যাবহারের পর বুঝতে পারবো পণ্যটি কেমন? ,5,21 Aug 2024,57
original product ee paisi .dekhi use kore kmn kaj kore.valo korle next time Aro nibo.Tobe daraz theke paoa fast delivery product chilo eta.,5,08 Feb 2024,139
আরজিনাল মনে হচ্ছে ইউজ করে আবার রিভিউ দিবো সেলার কে অনেক ধন্যবাদ ডেলিভারি ম্যান টাও ভালো ছিলো ,5,01 Jul 2024,93
আলহামদুলিল্লাহ। দারাজকে অসংখ্য ধন্যবাদ এত সুন্দর একটা প্রোডাক ডেলিভারি দেওয়ার জন্য। অরজিনাল প্রোডাক্টটি পেয়েছি। আপনারা চাইলে নিতে পারেন অনেক সুন্দর একটি প্রোডাক্ট। অসংখ্য ধন্যবাদ ডেলিভারি ম্যান কে।,4,31 Jan 2024,199
"ভেরি নাইস যেটা দেখাইছি সেটাই পেয়েছি এখন বাকিটা ব্যবহার করলে বুঝতে পারবো কেমন... 
ছবিতে যেমনটা দেখছি সেরকম অরিজিনাল প্রোডাক্টটি পেয়েছি... ",5,25 Oct 2023,139
kub first delivery...porsudin order diyeci ar aj delivery peye gci...🥰product to original lagce. akn use korar por bujbo... tnx daraz💛,5,01 Jun 2024,134
আজকে থেকে ব্যবহার করতেছি দেখা যাক কেমন‌ ফলাফল পাওয়া য়ায় প্যাকেজিং দেখে তো মনে হচ্ছে ভালোই প্রোডাক্ট বাকিটা আল্লাহ ভরসা,5,21 Jan 2024,121
"প্রোডাক্ট অরজিনাল ঠিক আছে,, কিন্তু এটা কেমন জানি পানির মত,, আগেরবার যখন কিনেছিলাম ওইটা একটু ক্রিমি ক্রিমি টাইপের ছিল..... এটা কেন ক্রিম টাইপের না হয়ে পানির মত হয়েছে বুঝতে পারছিনা 🤔🤔🤔🤔🤔🤔",5,15 May 2023,187
"Dekhe to original mone hosse but qr code scan hoina,taw use Kore dekhi kmn?? Result paile obossoi review debo♥️",5,29 May 2023,111
Ami oil ta 5 6 month use korchi. amar kache onk vlo legeche ai oil ta.Alhamdulillah ai oil ta use kore chul pora o off hoiche and chul o lomba/shiny  hoiche onk🥰,5,05 Sep 2023,161
 আলহামদুলিল্লাহ খুব ভালো  যেইটা  চেয়েছি চায়ছি সেইটায় পেয়েছি৷ যে ছেলেটা  আইছিল মাল দিতে ওর  ব্যবহার ও খুব ভালো  ,5,14 Aug 2023,113
"eto valo ekta oil,bolar baire,just 3 din use ai new hair grow krse,Alhamdulillah ",5,19 Jun 2024,81
আলহামদুলিল্লাহ! আলহামদুলিল্লাহ! জাফরান অয়েলটি সময় মত হাতে পেয়েছি এবং পণ্যটি অরিজিনাল। সেলার এবং দারাজ এবং ডেলিভারি ম্যানকে অসংখ্য অসংখ্য ধন্যবাদ। আপনারা সবাই চাইলে নিতে পারেন। ইনশাল্লাহ আশা করি ভালো ফলাফল পাব।,5,14 Jan 2024,212
প্রোডাক্ট হাতে পেয়েছি আলহামদুলিল্লাহ 💝 মনে হচ্ছে আসল প্রোডাক্ট। ধন্যবাদ সেলার। ডেলিভারি ম্যান ভাইয়া টাও অনেক ভালো ছিল । ধন্যবাদ দারাজ ,5,23 May 2024,136
"ata khub vlo and ami oder korar duii din e pore hate paichi Alhamdulillah onek duruto delevary kore apnara nite paren 
",5,27 May 2024,119
original product pailam bt Ami eta bujlam na akane oil dewa chilo kintu eta paste er moto dekte use more deki kaj hole abr nibo inshallah..... shobai nite paren 👍👍 thank you so much ❤️❤️❤️,5,22 May 2023,188
"দুই সপ্তাহ ব্যবহার করে তারপর রিভিউ দিলাম চুলের অনেক সমস্যার সমাধান হয়েছে, এর কথা যতই বলি ততই কম তেলটি অসাধারণ থ্যাংক ইউ দারাজ ভালো প্রোডাক্ট দেওয়ার জন্য আবারো অর্ডার দিব,",5,15 May 2024,172
খুব ভালো প্রডেক্ট পেয়েছি। ডেলিভারি ম‍্যানকে অনেক ধন‍্যবাদ। খুব তাড়াতাড়ি প্রডাক্টটি পেয়ে গেছি😊আশা করি পরেও ভালো পাবো🥰,5,19 Feb 2024,116
duita nici deki ki hoy ,5,02 Sep 2024,23
প্রোডাক্ট হাতে পেয়েছি।স্ক্যান করে দেখেছি অর্জিনাল টা পেয়েছি।সেলার খুব ভালো।অনেক ধন্যবাদ আমাকে অর্জিনাল তেল দেওয়ার জন্য।ডেলিভারী ম্যানের ব্যবহার ও ভালো ছিলো।তেলটা ইউজ করে আরেকটা রিভিও দিবো ১ মাস পর।ভালো হলে আরো নিবো।,5,26 Dec 2023,215
"অরিজিনাল কিনা বুঝতে পারছি না,পেকেটের গায়ের স্ক্রিন করে কোন কিছু আসেনা কিন্তু বতলের গায়ে জেই বারকোড আছে সেটা স্ক্রিন করলে আসে,জাই হোক ব্যবহার করার পরে বুঝা যাবে, আমার দাম পরেছে ১৮৯ টাকা ",4,31 Dec 2023,185
"আলহামদুলিল্লাহ আজি হাতে পেলাম দেখি কেমন কাজ করে 
thanks daraz seller kew thanks ",5,29 May 2023,80
Orginial product😍 ❤️tnx daraz👍 ,5,09 Aug 2024,31
order deoar porer din e delivery peyesi... ekdom real product..shob kisu thik ase..good seller 💜💯,5,05 Sep 2023,97
Original product and good packaging. I am satisfied with daraz.,5,29 Jun 2024,63
প্রোডাক্ট অরিজিনাল। কিন্তু প্যাকেজিং ভালো ছিলো না। যদিও ভেতরের প্রোডাক্ট অল্পের জন্য নষ্ট হয় নি। কিন্তু নষ্ট হওয়ার সম্ভাবনা ছিলো। প্যাকেজিং ঠিক মতো না করলে টাকা দিয়ে কেনা প্রোডাক্ট নষ্ট হয়ে যায়। আশা করি সেলার প্যাকেজিং এর বিষয়ে গুরুত্ব দিবেন। ভেলিভারি অতি দ্রুত পেয়েছি। ,5,02 May 2024,277
তেল টা খুব‌ই ভালো এর আগেও একটা নিয়ে ছি কিছু দিন 4/5/2024 অডার করে ছিলাম খুব তারা তারি ডেলিভারি পেয়েছি ধন্যবাদ দারাজ👍👍👍❤️❤️ কে এবং সেলার কে,5,06 May 2024,138
যেমন দেখেছিলাম তেমনই পেয়েছি তবে আসল না নকল জানিনা ভাইডার খুব ভালো ছিলো ধন্যবাদ,5,13 Apr 2023,78
Zafran hair growth therapy oil ta onek valo kaj kore. Eta amar 2nd time order bolte gele Vaiya der product khub valo ekdom original. Ar chile  apnara nite paren asole Vaiya der oil ta valo and valo kaj kore ami ekta already diye felece. ,5,26 Apr 2024,237
আমি আসল পণ্য পেয়েছি। এটায় থাকা সিকিউরিটি কোড স্ক্যান করার পর দেখলাম যে আসল পণ্য।তাছাড়া আমি জাফরান হেয়ার ওয়েল এর কাস্টমার কেয়ার এ ছবি তুলে পাঠিয়েছিলাম তারাও বলছে প্রোডাক্ট টি রিয়েল। ধন্যবাদ সেলারকে এতো কম দামে আসল পণ্য সরবরাহ করার জন্য। ,5,22 Dec 2023,236
তেলটা তিনদিন পরে হাতে পেলাম এখন দেখা যাক ব্যবহার করে ফলাফল কি আসে আপনারা চাইলে নিতে পারেন দেখে তো মনে হয় ভালো হবে সেলারকে অনেক ধন্যবাদ ,5,11 Apr 2025,136
Ei oil ta onek valo and eita purai orginal product. ami ageo ekbar niyechi onek valo kaj korse hair er. amar cul pora bondho hoiyeche. amar culer growth o bereche. jara nite can ei oil ta nite paren onek valo oil ta. 🥰👍👍 ,5,28 Oct 2024,221
"একটু আগে হাতে পেলাম স্ক্যান করে দেখলাম মোটামুটি অরিজিনাল বোঝা যাচ্ছে,,, এখন ব্যবহার করে রিপ্লাই দেবো ইনশাল্লাহ।।  ",5,22 Sep 2024,114
ai niye duiber order korci bes vlo.. kew caile nite pare... normally amr cul boro hoina aita deyoyar por bes boro hoyece.. ,5,09 Jun 2025,123
দেখতে তো অরিজিনাল মনে হচ্ছে।  ঘ্রাণ টা বেশ সুন্দর। আমার সহ ধর্মিনী খুব খুশি হয়েছে।সাথে একটা কার্ড আছে স্ক্যান করার জন্য। ধন্যবাদ সেলারকে সঠিক পন্য দেয়ার জন্য।  ,5,27 Sep 2024,160
ai niye 8 order korlam vlo silo... Diya kori apnar amn   son somoy vlo thaken tnq original products deyar jonno 🥰🥰🥰 ,5,4 weeks ago,116
"তেলটা দেখে অরিজিনাল ও  অথেনটিক মনে হলো,সাথে একটা স্ক্যান করার জন্য কার্ড দিয়েছে। ধন্যবাদ সেলারকে সঠিক পন্য দেয়ার জন্য।  ব্যবহার করার পর রিভিউ আপডেট করবো। ",5,22 Sep 2024,154
"আমি দুইটা নিয়েছি অনেক ভালো অনেক ভালো ছিল নিঃসন্দেহে আপনারা নিতে পারেন। 
ইনটেক প্যাকেট দেওয়া হয়েছে অনেক ভালো ছিল। 
রাইডার এর ব্যবহার অনেক ভালো ছিল।  ",5,04 Nov 2025,151
যেমন চেয়েছি তেমনি পেয়েছি। তেল টা অরজিনাল।সেলার কে অনেক ধন্যবাদ অনেক কমে অরজিনাল  পন্য দেওয়ার জন্য🧡আশা করি এমন ভরসার সাথেই থাকবেন।  তেল টা কেমন কাজ করে দেখে পরবর্তীতে আবার নিব। ইন-শাল্লহ ,5,25 Nov 2024,186
sob kichu dekhe Security card scan kore amar kese mone hoyese real product are packet er opore akta Security striker ase ata ke pani dile likha othe yes this is real ,5,17 Sep 2024,166
সেলারকে অসংখ্য ধন্যবাদ আমাকে সুন্দরভাবে প্রোডাক্ট দেওয়ার জন্য। প্যাকেজিং অসাধারণ। ডেলিভারি ম্যানের ব্যবহার খুব ভালো। সবাই নিতে পারেন। আমি এই নিয়ে ৩ বার নিলাম এই সেলারের কাছ থেকে । ,5,19 Oct 2024,180
ei matro product ta hate pelam 😊 delivery men er behave onek valo..kinto packaging ta valo chilo na 😒  ,5,14 Oct 2024,103
"khub e vlo 1ta product,,2ta ak sathe order koray delivery free paici.. akdom original ta paici,chita bhag er ta paici..but smell ta akto onno rokom.. don't worries..tel ta vlo ace.. ",5,23 Feb 2025,182
"Original ki na sure na. Jodio security card chilo and ota scan korar por dekhaise made in Kashmir, Pakistan. Smell ta amar kache akdom pochondo hoyni. Eta amar first purchase ei oil er tai bolte parci na smell amon e ki na. Texture ta lotion er moto. Use korar por baki ta bola jabe kaaj hoy ki na. Tobe dam beshi hoye jay 150ml 290 taka hishebe. Jara use korte chan kore dekhte paren ami amar personal experience share korlam. ",4,20 Nov 2024,428
ei niye onek bar nici ei page thikei valo oil ta rules onujai use korle best feedback paben 👍 tobe dam ta ektu komano uchit karon amar moto onek students ace jara puches kore 👍 ,4,08 Aug 2025,177
