review_text,rating,date,review_length
"একদম বাজে কাপর যেমন দেখছি তেমন পাইনেই। আমার 570 টাকা পানিতে গেল।কেউ নিয়েন না আপুরা।
 ",5,07 Jan 2025,85
প্রোডাকের সাথে মিল নাই সব জায়গায় ছেড়া। এখান থেকে কেউ আর কোনদিন অর্ডার করবেন না।  ,5,26 Oct 2024,84
এ প্রোডাক্টটা ভালো পড়েন চাইছিলাম গোলাপী পাইছি অন্য কালার  ,5,12 Mar 2025,59
কাপড়টা আর ওদের ভালো দিলে হতো না ,5,19 Nov 2025,33
"অর্ডার দিয়েছিলাম এক ধরনের,,, আর এসেছে সম্পূর্ণই আলাদা,,, মোটামুটি চলে,,, কিন্তু জামা গুলো মানের দিক থেকে অনেকটা কম  ",5,25 Oct 2024,117
2 ta order disilam.. ekta ta thik pathaya arekta low quality er jinish dhoray dise...  keu kinle ekta order diben.. tau same product paben naki sure na ,1,18 Sep 2025,152
achcha color nahin tha design bhi purana tha Jo main ne dar kiya tha vah nahin tha😭😭😭😭😭😭💔😭😭😭😭😭😭 ,1,17 Mar 2025,96
প্রোডাক্ট ভালো হয় নাই তারপরে মেল ডেলিভারি করার আগে একদিন আগে কল দেয়নি সেজন্য আমি হয়রানি হয়েছি ,5,21 Oct 2025,98
kaporer man ottanto ninmomaner r kajer kotha nai ba bollam khub baje ,5,10 Aug 2025,69
"আকদম বাজে কাপুর কেউ কিনেন না। অডার দিসি এক রকম আর পাইশি আর এক রকম।
 ",5,18 Mar 2025,68
যেমন দেখাইছে তেমন দেয়নি খুব বাজে একটা কাপড় কেউ নিবেন না ,5,27 Dec 2025,58
যেরকম দেখেছিলাম সেরকমই খুব ভালো কম দামের মধ্যে ভালো  ,5,30 Nov 2025,53
একদম ফালতু একটা প্রোডাক্ট।মাঝখানে ছেড়া ছিলো😭 ,5,25 Jun 2025,45
অর্ডার করছিলাম একটা দিছে অন্যটা 👎👎 ,1,27 Oct 2024,35
hdusueuejjejejejeieiriiriririro ,5,02 Jan 2025,32
খুবই বাজে কাপড় কেউ নিবেন না  ,5,16 Nov 2024,30
Not as same as pictures  ,5,16 Jan 2026,25
মাল ভালো না রিটার্ন দেবো ,5,19 Nov 2024,25
Different designs sent. ,5,16 Jan 2026,24
"তেমন টা ভালো হয় নাই,  ",5,2 weeks ago,22
দাম অনুযায়ী চলে ,4,1 week ago,17
onek valo chilo  ,5,31 Oct 2024,17
মোটামুটি ভালোই  ,5,27 Sep 2024,16
not good ,5,07 Apr 2025,9
