review_text,rating,date,review_length
"টিউব এর ভিতরে কোনো জেল নাই ,এভাবে করা ঠিক নয়,আমি দীর্ঘদিন যাবত এখানে অনেক কিছু অর্ডার করেছি বাট এইটার মতন খারাপ পোডাক্ট কোনোদিন পাইনি ",5,1 week ago,134
সব ঠিক থাকলেও প্রোডাক্ট ছিল ফাটা আর এইটা ব্যবহার করার মতো ছিল না কোয়ালিটি ভালো কিন্তু ফাটা ছিল  ,4,03 Sep 2025,96
চিটিং করছে ভাই যেটা দেওয়ার কথা সেটা না দিয়ে। তার ছোট টা দিছে মানে। ৪০ টাকা দাম। আর পেমেন্ট করছি ২০০ টাকার ,5,12 May 2025,106
"আলহামদুলিল্লাহ প্রোডাক্ট অনেক ভালো 
ডেলিভারির ভাইয়াটা অনেক ভালো অনেকক্ষণ ওয়েট করে উপর একটা দিয়ে গেছে  ",5,18 May 2025,105
প্রডাক্ট ভালো আছে নিতে পারেন দাম হিসেবে প্রোডাক্ট ভালো আছে মাত্রা একটু বেশি ইউজ করা লাগে আর কি। ভাল কাজ করে আর দিয়ে কিছুক্ষণ রাখতে হয় প্রোডাক্ট এমনিতে ভালো আছে প্রোডাক্ট।  ,5,25 Feb 2025,174
আলহামদুলিল্লাহ প্রোডাক্টটি মোটামুটি হাতে পেয়েছি খুবই ভালো কন্ডিশনে তবে একটি প্রোডাক্ট ফেটে গিয়েছিল এবং অনেকটাই বের হয়ে গেছিল আর এটি মোটামুটি কাজ করে কম টাকায় সুন্দর দেখতে একটি প্রোডাক্ট এটি মোটামুটি ভালোই কাজ করে তবে মুখের যে সাল সেটা বের হয় না তবে মুখের ছোট পসম গুলো উঠে আসে ,5,12 Oct 2025,281
"এটা মোটামুটি কাজের একটা জিনিস তবে বেশি ভালো না যাদের কষ্টের টাকা তারা কেউই প্রোডাক্ট অর্ডার করবেন না লাভ নেই 
আমি দেখলাম কোন ময়লাই উঠে না ",5,26 Jun 2025,139
product ta use korle bujte parbo kmn tobe size ta aktu choto mone hocche bepar na seller k onk dhonnobad ata use kore kono fol pelam na kisui ute na ,5,02 Jun 2025,149
এটা দাম হিসেবে অনেক ভালো।আমি ২ টা অর্ডার করেছিলাম ২ টাই পেয়েছি। কিন্তু ২ টার মধ্যে ১ টার নিচের দিকে ফেটে গেছে। ওটায় তপমন সমস্যা হয় নাই। আপনারাও নিতে পারেন।  ,5,18 Sep 2025,157
"পার্সেলটা হাতে পেয়েছি প্যাকেটিং টা অনেক সুন্দর ছিল দেখে মনে হচ্ছে অনেক ভালো,, এখন ইউজ করেনি আপনারা চাইলে নিতে পারেন❤️ ",5,05 Jan 2026,119
"exactly same as pic. a little bit light, you gotta use it multiple times to get a good result. ",5,25 Oct 2025,95
onek valo product. use korar pore face onek smooth hoye gese. I suggest you to buy this! 💝💝 ,5,20 Mar 2025,92
