review_text,rating,date,review_length
"onk comfortable 🥰 r same peyechi, seller k Thanks 🧡 ",5,07 Aug 2024,52
onk comfortable r same peyechi🥰🖤 ,5,07 Aug 2024,33
bhalo but eita sore jacche 😿,5,23 Jun 2024,28
"eitar finishing onk valo,ar vitore pad ache,  wash korar somoy pad ber kore wash kora jay, overall good💯 ",5,24 Sep 2025,105
onek vlo quality but ami 30 size oder dishilam ar amk 28 size diyeshe ami age thekei size barai bolshilam but size ta tao soto paishi..😔ata asha kori nai pore jodi comfortable feel e nah kori tahole ato tk diye kine lav kih..?😡 ,4,04 Sep 2024,228
Product motamoti bhalo.But ami 3 ta black ar atka pink order korchi.Apnara 4 tai black dichen.Delivery dewar Somoy parcel gula thik kore cheak diye diyen ,5,10 May 2025,154
অর্ডার করছি ৩৪  পাঠাইছে ৩২  তারপর আবার রিটার্ন অপশন বন্ধ করে রাখছে এগুলা দিয়ে কি করব ফালতু🤬🤬 আর কেউ বুঝে অর্ডার করবেন 🥲🥲 ,5,15 Nov 2024,121
"প্রাইজ অনুযায়ী প্রডাক্ট ঠিক আছে,
কাপড় সফট আছে,
পিকচারে যেমন দেখেছি সেইম পেয়েছি,
অর্ডার করার ২ দিনের মধ্যে প্রডাক্ট হাতে পেয়েছি
ধন্যবাদ সেলারকে।
আপনারা চাইলে নিতে পারেন।
 ",5,04 Jun 2025,170
"It's good..,the fabric bt the wrong size..,like they said..,it's 32 but it is not..,,It's 30 i guess..,,sent me the wrong size..,can't use it ",5,07 May 2025,142
"ভালো ছিল, আপনারা নিতে পারেন। ১১ তারিখ ডেলিভারি পাওয়ার কথা ছিল,৭ তারিখ অনেক তারাতারি পেয়েছি। ধন্যবাদ দারাজ😊❤️ ",5,07 Nov 2025,109
size thik ni...dese 30 size..deyese 28 size .colour 2 ta dese black Pink 2 tai akrokom colour dese..tk guloi borbat gelo😐😐 ,5,3 weeks ago,123
