review_text,rating,date,review_length
"আলহামদুলিল্লাহ  সেইম পাইছি ঠিক যেমন টা অর্ডার করছিলাম দেখে তাই পাইছি। দাম অনুযায়ী কোয়ালিটি ঠিক আছে। 
ধন্যবাদ  দারাজ কে ",5,03 Jul 2025,119
"good products, sob kisu peyesi ",5,27 Aug 2025,31
"ভাই নিছি ঠগি নাই, ঠগার ভয়ে সবচেয়ে দামী পিংক ডা নিসিলাম, নইলে ঠগতাম কি না বলতে পারছও না, দারাজে দামের উপরও অনেক কিছু ডিপেন্ড করে,  ",5,22 Apr 2025,130
ডেলিভারি দ্রুত সময়ের মধ্যে পেয়েছি। কালার যেমন চাইছিলাম তেমনই ছিলো। কোয়ালিটি মোটামুটি। এই দামে আরো ভাল কোয়ালিটির প্রোডাক্ট পাওয়া যায়।  ,5,14 Jul 2025,134
"sob kisu e diyece jemon cheyeci temon e diyece, kono rokom ae plm coke pore nai, delevary vai ager diner jon e valo lok tini akjon ",5,14 Jan 2025,131
"thokano hoice amy.deua bitur er part na long kintu ata short deua hoice😟😟
amne kapor quality balo  ",5,06 Dec 2025,99
"I got my parcel. It was quite good quality and comfortable to wear. But, It took 5 days to reach me which was annoying as well as dissatisfying. ",5,17 Feb 2025,145
"দুনিয়ায় সবচেয়ে বেশি খারাপ প্রোডাক্ট ভুল করে কেও নিবেন্না।
আগে জানলে এই প্রোডাক্ট না কিনে টাকা ফকির কে দিয়ে দিতাম। ",5,3 weeks ago,114
কালার ঠিক ছিলো।  কিন্তু লং জামায়  কাপড়ের সেলাই কিছু জায়গায় হয় নি। অন্য জামায় সেলাই ছাড়া সব ঠিক। কেউ চায়লে নিতে পারেন ,5,09 Mar 2025,117
I am very much upset. this is a fraud business. product is totally different from shown photo. quality is very low.  ,5,24 Nov 2025,117
"যেমন  কথা ছিল তেমন পাই নাই 
কাপড়ের কোয়ালিটি ভালো না।
 সবচেয়ে বড় কথা এই প্রোডাক্ট নিয়ে আমি সন্তুষ্ট না  ",5,27 Mar 2025,108
মোটামুটি মানের। তেমন আহামরি না।  কাপড় পাতলা আরেকটু ভালো মানের কাপড় দেয়া যাইতো সেলাইও খুব নরমাল ছুটে যাবে যেকোন সময় কুরিয়ার চার্জ মিলায়া দামও খুব একটা কম না সেই মার্কেটর মতই পরে। ,5,10 Apr 2025,178
প্রোডাক্ট আলহামদুলিল্লাহ ভালো তবে সেলাই খুবই দুর্বল। সেলাই খুলে যাবে অল্পতেই। তাছাড়া সব ঠিক আছে। ,4,02 Aug 2025,97
"কাপড় টা যেমন ভাবছিলাম তেমন পাইনি কাপড়ের কোয়ালিটি আরেকটু ভালো করা দরকার, আর সেলাই ও অনেক দুরবল😓 ",5,19 Aug 2025,95
kaportah ektu patla noy tho product jmn dekanu sei rkm e delivery tah onk late e dise 😒🔪 ,5,20 Apr 2025,89
"good products যেমন টা আশা করছি তার চেয়ে ভালো পাইছি, আনেক ভালো হইছে,  Thank yuo Daraz🥰 ",5,09 Jan 2025,86
"যেমন চেয়েছি তেমন পেয়েছি,,, কিন্তু পার্সেল টা হাতে পেতে অনেক দিন সময় লেগে গেছে,, 
 ",5,22 Jan 2025,82
"যেমন চাইছি তেমন পাইছি, হাতে নিয়ে দেখলাম কাপড় টা অনেক ভালো।আমার কাছে ভালো লাগছে ",5,1 day ago,79
valoi hoice but r aktu lomba Dita partan Ami sob theka boro ta order korecilm ,5,09 Apr 2025,78
জেমনটা আসা করে ছিলাম তার থেকে অনেক ভাল  চাইলে নিতে পারেন দামের তুলনায় ভালো  ,5,28 May 2025,76
"কাপোড় টা ভালো ছিলো,  কিন্তুু ফিতা টা উলটা পালটা, আপনারা ও নিতে পারেন ",4,03 Jan 2026,69
sob kicu thik thak cilo onk sundor paici wife onk Khushi tnx daraz  ,5,6 days ago,68
"dam onujai valo 

camera valo na tai pik dite parlam na  ",5,3 weeks ago,57
কোয়ালিটি খারাপ না।।তবে কাপড় টা আরেকটু সফট হলে ভালো হতো। ,5,12 Feb 2025,56
"কাপড় টা সুন্দর ই আছে,,
তবে আরো ভালো করার আশা করা যায়🤍 ",4,13 Feb 2025,54
so beautiful night dress . 🤗💓💞 thank you Daraz.  ,5,18 May 2025,49
"প্রোডাক্ট টা ভালো আছে 
চাইলে আপনারা নিতে পারেন  ",5,07 Mar 2025,48
"all 4 set is good , perfect, like this on too ",5,25 Aug 2025,46
very good. kintu kapor a dag pawa gice. ,4,12 Aug 2025,40
"আলহামদুলিল্লাহ ভালোই পেয়েছি ধন্যবাদ 
 ",5,15 Jul 2025,39
donnobad darzke product balo ace.   n ,5,10 Aug 2025,38
দাম হিসেবে খারাপ না।। মোটামুটি ভালো ,5,12 Feb 2025,36
ami paici Bai Mal sei rokom sundor ,5,06 Dec 2025,35
ঠিক আছে।  ছবির সাথে মিল আছে  ,5,10 Jan 2026,29
"দামের তুলনায় অনেক সুন্দর 
 ",5,19 Mar 2025,28
thanks onek Bhalo hoyechi ,5,24 Jan 2025,26
দাম অনুযায়ি ভালো হয়েছে। ,5,10 Aug 2025,26
product khub vlo chilo  ,5,27 Jul 2025,24
প্রোডাক্টটা অনেক ভালো  ,5,19 Jan 2026,23
কাপড়ের মান খুব খারাপ  ,5,17 Jul 2025,22
ভালো মুটামুটি ,5,11 Jul 2025,14
মোটামুটি ভাই  ,5,24 Nov 2025,14
Ektu normal  ,5,10 Apr 2025,13
Quality good ,5,20 Oct 2025,13
খুব সুন্দর  ,5,10 Apr 2025,12
"আলহামদুলিল্লাহ🥰
 প্রোডাক্ট যেমন চেয়েছিলাম ঠিক তেমনি পেয়েছি।  
আপনারাও নির্ভয়ে  নিতে পারেন এখান থেকে।  
Thanks Daraz🥰 ",3,02 Sep 2025,120
"কোয়ালিটি মোটামুটি। লোকালি মেড। আমি অর্ডার করেছিলাম ব্লু, পাঠাইছে ব্ল্যাক।  ",3,20 Jul 2025,75
মোটামুটি ভালো।  কাপড় ভালো না। সেলাই খুলে যাচ্ছে। 👍 ,3,28 Sep 2025,51
