review_text,rating,date,review_length
ছবি থেকে একটু ডিফারেন্ট। কিন্তু দাম অনুযায়ী ঠিক আছে। আমার চাচীর পছন্দ হয়েছে। সাথে লাইলিন কাপড় দিয়েছে।,4,15 May 2024,104
"মুটামুটি ভালো কিন্তু কাপড় কিছুটা পাতলা, আপনারা নিতে পারেন ",5,22 Mar 2025,58
khub baje 3 pic kew niben na,5,12 Mar 2024,28
ভালো কিন্তু ওড়না টা তেমন ভালো না  ,5,26 Aug 2024,35
আমার বউয়ের সব দেখা যায়  পাতলা কাপড় ,5,13 May 2024,38
"
prodact  ta Kub valo chilo.Thanks daraz online ke ",5,15 Mar 2025,51
ভাই এটা কি কালার দিছেন কেমন বিজনেস করে বুঝিনা  ,1,19 Mar 2025,47
পন্য টা খুব ভালো  ,5,16 Mar 2025,18
"অনেক ভালো লাগলো
 ",5,08 Mar 2025,17
three pice kisuta diferent cilo kintu Valo  ,5,16 Jul 2024,44
বাজে কোয়ালিটি ,5,24 May 2025,15
nice  ,5,10 Mar 2025,6
"ভালো 
 ",5,11 Mar 2025,7
very bad ,5,05 Apr 2025,9
very bad  ,5,10 Oct 2024,10
good  ,5,12 May 2025,6
onek bajje products kew kinben nah🤬🤬😡😡👎👎,1,02 May 2024,40
