review_text,rating,date,review_length
পেন্টিংর সেলাই ঠিকমত হয় নাই। ,5,7 days ago,29
ভালো কিন্তু  পেন্টি দিয়ে নি সেট দেওয়ার কথা দিয়ে নি উল্টো আরও একটা জিনিস  কিনছি এই পেজের থেকে  এইটা আর একটা এইটা পাইছি আর একটা পাইনি এমন কি পেমেন্ট করা আছে   ,5,24 Aug 2025,157
"bra penty  combo order korlam. penty missing.
ata kmn service?? 
Jodi penty nai den tahle kn combo likhen??
manuser sathe cheet kore lab ki.?? ",5,14 Oct 2025,143
dear concern we have orderd bra panty set but reacieved only bra without panty please describe about that  ,5,13 Aug 2025,107
"আমি 2 সেট অর্ডার করছি। শুধু 2টা ব্রা আসছে। পেন্টি আসে নাই।
যদি সেট না দেন কেনো লিখেছেন সেট। ",5,19 Sep 2025,92
size 36er jaygay 34dewa hoise  apnader staff ki size chinena naki abar moyla daag borano ,5,25 Nov 2025,89
"আমি যেটা অর্ডার দিয়েছিলাম আমি সেটা পাইনি 
এর জন্য আমি মালটা ব্যাক দিতে চাচ্ছি  ",5,01 Sep 2025,80
সব ঠিক আছে কিন্তু প্রেন্ট দেওয়ার কথা ছিল কিন্তু  প্রেন্ট দেওয়া হয়‌নাই ,5,20 Sep 2025,73
ব্রা পেন্টি সেট অর্ডার করলাম। কিন্তু দারাজ শুধু ব্রা দিল । ,5,08 Oct 2025,59
bara dise panti day nay ato baze ar jibone  nibo na ,5,06 Jan 2026,52
bechi valo na set deoyar kotha chilo deini  ,5,22 Sep 2025,44
Didn’t get the panty disappointed 👎 ,5,07 Nov 2025,36
খুবই ভালো লাগলো ব্যা টা  ধন্যবাদ ,5,16 Jun 2025,33
Valo ,5,29 Aug 2025,5
"অর্ডার করেছি সাদা ব্রা পেন্টি 
 কিন্তু দিয়ে সাদা ব্রা এবং এস কালার পেন্টি 
আবার ছবিতে ব্রা যেমনটা দেওয়া আছে সেরকম নয়

next time থেকে ভালো করে দেখে শুনে প্রোডাক্ট দিবেন ",3,18 Nov 2025,171
"good products. thanks daraz.👏👏.
 ",3,11 Oct 2025,33
"সব কিছুই ঠিক আছে কিন্তুু কালার ছিলো সাদা, দিয়েছে দুইটা দুই কালাার,,, সাইজ দিয়েছি একটা পাঠাইছে আরেক টা এই টা ঠিক হয় নাই    ",5,17 Jun 2025,122
pick a pantry soho bra dawa R order disi pore sodo bra dise pantry daini doka dawa hoise ai vabe kao ai product order korven na amr moto doka khaben na dakhaise bra pantry soho 2 pis R dise just bra 1 pis ,5,18 Aug 2025,205
ভাই অর্ডার করলাম কম্ব আসলো সিংগেল। বুঝলাম না ব্যপারটা। একটু বুঝিয়ে বলবেন প্লিজ। ব্রা  দিছেন কিন্তু পেন্টি দেন নাই। ,5,17 Nov 2025,116
product deware kotha chilw 2 pis dise 1 pis Taka tw are 1pis are nen nai taholey product sudhu 1 pis dilen kn manus thokano bondho koren ,5,23 Nov 2025,137
